liyi@liyi-Lenovo-IdeaPad-Y400:~/svn/dblpmining$ python hw1.py 1
[[u'Pavel Serdyukov', u'Georges Dupret'], 0.07894736842105263]
[[u'Wei Fan', u'ErHeng Zhong'], 0.07058823529411765]
[[u'Hui Xiong', u'Qi Liu'], 0.06929292929292928]
[[u'Mao Ye', u'Peifeng Yin'], 0.06887755102040816]
[[u'Jimeng Sun', u'Sen Wu'], 0.06428571428571428]
[[u'Robert C. Williamson', u'Wee Sun Lee'], 0.06428571428571428]
[[u'Wang-Chien Lee', u'De-Nian Yang'], 0.06313131313131314]
[[u'Vanja Josifovski', u'Amr Ahmed'], 0.06153846153846154]
[[u'Eugene Agichtein', u'Qi Guo'], 0.061363636363636356]
[[u'Philip S. Yu', u'Chaokun Wang'], 0.05921052631578947]
[[u'W. Bruce Croft', u'Donald Metzler'], 0.05844155844155843]
[[u'Steven C. H. Hoi', u'Guangxia Li'], 0.058064516129032254]
[[u'Jing Gao', u'Latifur Khan'], 0.056561085972850686]
[[u'Philip S. Yu', u'Yanshan Xiao'], 0.05641447368421053]
[[u'Jing Gao', u'Bhavani M. Thuraisingham'], 0.05228758169934641]
[[u'Wei Ding 0003', u'Hao Wang'], 0.050793650793650794]
[[u'Christos Faloutsos', u'Partha Pratim Talukdar'], 0.050793650793650794]
[[u'Longbing Cao', u'Zhifeng Hao'], 0.05]
[[u'Chris H. Q. Ding', u'Hua Wang'], 0.04821428571428571]
[[u'Philip S. Yu', u'Bo Liu'], 0.048120300751879695]
[[u'Ming-Syan Chen', u'Hong-Han Shuai'], 0.045608108108108114]
[[u'Jiawei Han', u'Mohammad M. Masud'], 0.045000000000000005]
[[u'Enhong Chen', u'Yong Ge'], 0.043243243243243246]
[[u'Shuicheng Yan', u'Jun Yan'], 0.04285714285714285]
[[u'Philip S. Yu', u'Bokai Cao'], 0.041118421052631575]
[[u'Wang-Chien Lee', u'Chih-Ya Shen'], 0.04090909090909091]
[[u'Peter L. Bartlett', u'Alexander Rakhlin'], 0.040634920634920635]
[[u'Philip S. Yu', u'Chih-Hua Tai'], 0.04060150375939849]
[[u'Li Guo', u'Byron J. Gao'], 0.03776223776223776]
[[u'Peter L. Bartlett', u'Wee Sun Lee'], 0.03673469387755102]
[[u'Jun Liu', u'Jiayu Zhou'], 0.03461538461538462]
[[u'Haixun Wang', u'Shixia Liu'], 0.03333333333333333]
[[u'Shenghuo Zhu', u'Lijun Zhang 0005'], 0.03333333333333333]
[[u'Jiawei Han', u'Xifeng Yan'], 0.03205128205128205]
[[u'Xingquan Zhu', u'Li Guo'], 0.03076923076923077]
[[u'Xindong Wu', u'Hao Wang'], 0.03045808966861598]
[[u'Christos Faloutsos', u'Meng Jiang'], 0.03]
[[u'Philip S. Yu', u'Cheng-Wei Wu'], 0.029605263157894735]
[[u'Pavel Serdyukov', u'Iadh Ounis'], 0.02786377708978328]
[[u'Jiawei Han', u'Latifur Khan'], 0.027692307692307693]
[[u'Philip S. Yu', u'Hong-Han Shuai'], 0.02631578947368421]
[[u'Peng Zhang', u'Byron J. Gao'], 0.025837320574162676]
[[u'Wei Fan', u'Ian Davidson'], 0.024201680672268907]
[[u'Wang-Chien Lee', u'Min Wang'], 0.024064171122994655]
[[u'Jiawei Han', u'Bhavani M. Thuraisingham'], 0.021701388888888888]
[[u'Philip S. Yu', u'Jun Zhang'], 0.019736842105263157]
[[u'Hui Xiong', u'Fuzhen Zhuang'], 0.019393939393939394]
[[u'Jiawei Han', u'Deng Cai'], 0.017777777777777778]
[[u'Christos Faloutsos', u'Tom M. Mitchell'], 0.016666666666666663]
[[u'Hui Xiong', u'Qing He'], 0.016161616161616158]
[[u'Xingquan Zhu', u'Byron J. Gao'], 0.015340909090909089]
[[u'Christos Faloutsos', u'Shiqiang Yang'], 0.015]
[[u'Hui Xiong', u'Zhongzhi Shi'], 0.013636363636363636]
[[u'Jian Pei', u'Wei Ding 0003'], 0.013392857142857142]
[[u'Shie Mannor', u'Eyal Even-Dar'], 0.011627906976744186]
[[u'Jieping Ye', u'Xiang Wang'], 0.011538461538461539]
[[u'Philip S. Yu', u'De-Nian Yang'], 0.011421783625730993]
[[u'Charu C. Aggarwal', u'Jing Gao'], 0.007103218645948946]
[[u'Philip S. Yu', u'Philippe Fournier-Viger'], 0.004934210526315789]
[[u'Philip S. Yu', u'Chang-Dong Wang'], 0.004934210526315789]
[[u'Philip S. Yu', u'Xifeng Yan'], 0.003514394961763383]
[[u'Philip S. Yu', u'Jing Gao'], 0.0013759889920880633]
program finished with 444 patterns found

iyi@liyi-Lenovo-IdeaPad-Y400:~/svn/dblpmining$ python hw1.py 2
[Ron Kohavi]
   (u'Toby Walker', 2012, 2013)
   (u'Ya Xu', 2012, 2014)
[Nicolò Cesa-Bianchi]
   (u'Fabio Vitale', 2009, 2012)
   (u'Giovanni Zappella', 2010, 2013)
[Maarten de Rijke]
   (u'Wouter Weerkamp', 2011, 2016)
   (u'Ilya Markov', 2015, 2016)
[Shiguang Shan]
   (u'Zhiwu Huang', 2014, 2015)
   (u'Ruiping Wang', 2014, 2015)
[Claudio Gentile]
   (u'Fabio Vitale', 2009, 2012)
   (u'Giovanni Zappella', 2010, 2014)
[Michael I. Jordan]
   (u'Fabian L. Wauthier', 2012, 2013)
   (u'Martin J. Wainwright', 2012, 2015)
[Huan Liu]
   (u'Xia Hu', 2013, 2016)
   (u'Huiji Gao', 2010, 2015)
[Christos Faloutsos]
   (u'Partha Pratim Talukdar', 2014, 2015)
   (u'Shiqiang Yang', 2014, 2015)
   (u'Alex Beutel', 2012, 2015)
   (u'Meng Jiang', 2014, 2015)
   (u'Nicholas D. Sidiropoulos', 2014, 2015)
[Philip S. Yu]
   (u'Philippe Fournier-Viger', 2011, 2016)
   (u'Chang-Dong Wang', 2013, 2016)
   (u'Bo Liu', 2010, 2014)
   (u'Cheng-Wei Wu', 2011, 2016)
   (u'Zhifeng Hao', 2013, 2014)
   (u'Chaokun Wang', 2013, 2013)
   (u'Bokai Cao', 2013, 2016)
   (u'Jun Zhang', 2013, 2013)
   (u'Hong-Han Shuai', 2013, 2016)
   (u'Yanshan Xiao', 2010, 2014)
[Xingquan Zhu]
   (u'Shirui Pan', 2014, 2016)
   (u'Li Guo', 2011, 2015)
   (u'Jia Wu', 2013, 2016)
[Jiawei Han]
   (u'Latifur Khan', 2009, 2013)
   (u'Xiang Ren', 2013, 2015)
   (u'Deng Cai', 2011, 2013)
   (u'Xifeng Yan', 2005, 2014)
   (u'Jing Gao', 2007, 2015)
   (u'Mohammad M. Masud', 2009, 2013)
   (u'Xiao Yu', 2011, 2015)
[Wei Fan]
   (u'ErHeng Zhong', 2010, 2014)
   (u'Sethuraman Panchanathan', 2011, 2013)
Ron Kohavi & Toby Walker , Ya Xu  & \\
Nicolò Cesa-Bianchi & Fabio Vitale , Giovanni Zappella  & \\
Maarten de Rijke & Wouter Weerkamp , Ilya Markov  & \\
Shiguang Shan & Zhiwu Huang , Ruiping Wang  & \\
Claudio Gentile & Fabio Vitale , Giovanni Zappella  & \\
Michael I. Jordan & Fabian L. Wauthier , Martin J. Wainwright  & \\
Huan Liu & Xia Hu , Huiji Gao  & \\
Christos Faloutsos & Partha Pratim Talukdar , Shiqiang Yang , Alex Beutel , Meng Jiang , Nicholas D. Sidiropoulos  & \\
Philip S. Yu & Philippe Fournier-Viger , Chang-Dong Wang , Bo Liu , Cheng-Wei Wu , Zhifeng Hao , Chaokun Wang , Bokai Cao , Jun Zhang , Hong-Han Shuai , Yanshan Xiao  & \\
Xingquan Zhu & Shirui Pan , Li Guo , Jia Wu  & \\
Jiawei Han & Latifur Khan , Xiang Ren , Deng Cai , Xifeng Yan , Jing Gao , Mohammad M. Masud , Xiao Yu  & \\
Wei Fan & ErHeng Zhong , Sethuraman Panchanathan  & \\
program finished with 12 patterns found

liyi@liyi-Lenovo-IdeaPad-Y400:~/svn/dblpmining$ python hw1.py 3
[[u'Shiguang Shan', u'Ruiping Wang', u'Xilin Chen', u'Zhiwu Huang'], 12]
[[u'Dinh Q. Phung', u'Svetha Venkatesh', u'Sunil Kumar Gupta', u'Duc-Son Pham', u'Budhaditya Saha', u'Santu Rana'], 16]
[[u'Huan Liu', u'Jiliang Tang', u'Xia Hu', u'Huiji Gao'], 10]
[[u'Shinjae Yoo', u'Hong Qin', u'Dantong Yu', u'Hao Huang'], 12]
[[u'Sethuraman Panchanathan', u'Wei Fan', u'Ian Davidson', u'Jieping Ye'], 10]
[[u'Jing Gao', u'Kang Li', u'Nan Du', u'Aidong Zhang'], 8]
[[u'Jiafeng Guo', u'Shuzi Niu', u'Yanyan Lan', u'Xueqi Cheng'], 8]
program finished with 7 patterns found
